cmTop,cmBot,ageTop,ageBot ,charVol,charCount
55.5,55.75,576.4,582.2,2,43
55.75,56,582.2,588.07,2,6
56,56.25,588.07,594,2,13
56.25,56.5,594,600,2,9
56.5,56.75,600,606.14,1.5,2
56.75,57,606.14,612.48,2,4
57,57.25,612.48,619.01,2,2
57.25,57.5,619.01,625.73,2,7
57.5,57.75,625.73,632.64,2,2
57.75,58,632.64,639.73,2,0
58,58.25,639.73,646.99,2,3
58.25,58.5,646.99,654.42,2,4
58.5,58.75,654.42,662.01,2,11
58.75,59,662.01,669.77,1.5,3
59,59.25,669.77,677.67,2,7
59.25,59.5,677.67,685.73,2,9
59.5,59.75,685.73,693.93,2,21
59.75,60,693.93,702.26,2,5
60,60.25,702.26,710.73,2,16
60.25,60.5,710.73,719.33,2,3
60.5,60.75,719.33,728.05,2,14
60.75,61,728.05,736.88,2,4
61,61.25,736.88,745.83,2,32
61.25,61.5,745.83,754.89,2,24
61.5,61.75,754.89,764.05,2,17
61.75,62,764.05,773.3,2,21
62,62.25,773.3,782.64,2,29
62.25,62.5,782.64,792.07,2,16
62.5,62.75,792.07,801.58,2,29
62.75,63,801.58,811.17,2,27
63,63.25,811.17,820.83,2,34
63.25,63.5,820.83,830.55,2,16
63.5,63.75,830.55,840.33,2,6
63.75,64,840.33,850.17,2,2
64,64.25,850.17,860.06,2,20
64.25,64.5,860.06,869.99,2,20
64.5,64.75,869.99,879.96,2,27
64.75,65,879.96,889.97,2,16
65,65.25,889.97,900,2,9
65.25,65.5,900,910.06,2,15
65.5,65.75,910.06,920.13,2,17
65.75,66,920.13,930.22,2,21
66,66.25,930.22,940.32,2,14
66.25,66.5,940.32,950.42,2,14
66.5,66.75,950.42,960.52,2,11
66.75,67,960.52,970.61,2,12
67,67.25,970.61,980.69,2,11
67.25,67.5,980.69,990.74,2,17
67.5,67.75,990.74,1000.8,2,13
67.75,68,1000.8,1010.8,2,11
68,68.25,1010.8,1020.8,2,10
68.25,68.5,1020.8,1030.7,2,21
68.5,68.75,1030.7,1040.6,2,19
68.75,69,1040.6,1050.4,2,13
69,69.25,1050.4,1060.2,2,7
69.25,69.5,1060.2,1070,2,0
69.5,69.75,1070,1079.6,2,3
69.75,70,1079.6,1089.2,2,0
70,70.25,1089.2,1098.7,2,11
70.25,70.5,1098.7,1108.2,2,11
70.5,70.75,1108.2,1117.5,2,15
70.75,71,1117.5,1126.8,2,30
71,71.25,1126.8,1136,2,24
71.25,71.5,1136,1145,2,26
71.5,71.75,1145,1154,2,9
71.75,72,1154,1162.8,2,4
72,72.25,1162.8,1171.6,2,14
72.25,72.5,1171.6,1180.2,2,16
72.5,72.75,1180.2,1188.7,2,23
72.75,73,1188.7,1197,2,8
73,73.25,1197,1205.2,2,59
73.25,73.5,1205.2,1213.3,2,42
73.5,73.75,1213.3,1221.2,2,20
73.75,74,1221.2,1229,2,5
74,74.25,1229,1236.7,2,3
74.25,74.5,1236.7,1244.3,2,2
74.5,74.75,1244.3,1251.8,2,5
74.75,75,1251.8,1259.4,2,1
75,75.25,1259.4,1266.8,2,9
75.25,75.5,1266.8,1274.3,2,1
75.5,75.75,1274.3,1281.6,2,4
75.75,76,1281.6,1289,2,4
76,76.25,1289,1296.2,2,9
76.25,76.5,1296.2,1303.5,2,3
76.5,76.75,1303.5,1310.7,2,4
76.75,77,1310.7,1317.8,2,14
77,77.25,1317.8,1324.9,2,8
77.25,77.5,1324.9,1332,2,11
77.5,77.75,1332,1339,2,3
77.75,78,1339,1346,2,8
78,78.25,1346,1352.9,2,3
78.25,78.5,1352.9,1359.9,2,3
78.5,78.75,1359.9,1366.7,2,10
78.75,79,1366.7,1373.6,2,5
79,79.25,1373.6,1380.3,2,8
79.25,79.5,1380.3,1387.1,2,4
79.5,79.75,1387.1,1393.8,2,4
79.75,80,1393.8,1400.5,2,2
80,80.25,1400.5,1407.2,2,7
80.25,80.5,1407.2,1413.8,2,3
80.5,80.75,1413.8,1420.4,2,11
80.75,81,1420.4,1427,2,13
81,81.25,1427,1433.5,2,38
81.25,81.5,1433.5,1440,2,7
81.5,81.75,1440,1446.5,2,2
81.75,82,1446.5,1452.9,2,3
82,82.25,1452.9,1459.3,2,12
82.25,82.5,1459.3,1465.7,2,22
82.5,82.75,1465.7,1472.1,2,27
82.75,83,1472.1,1478.4,2,29
83,83.25,1478.4,1484.8,2,13
83.25,83.5,1484.8,1491.1,2,18
83.5,83.75,1491.1,1497.3,2,37
83.75,84,1497.3,1503.6,2,6
84,84.25,1503.6,1509.8,2,15
84.25,84.5,1509.8,1516,2,32
84.5,84.75,1516,1522.2,2,17
84.75,85,1522.2,1528.4,2,16
85,85.25,1528.4,1534.5,2,13
